business_name,record_type,record_number,record_status,applicant_address,office_address,mailing_address,initial_filing_date,business_purpose_NAICS_codes,agent_names,registrant_names,registrant_type,registrant_street_address,registrant_mailing_address,name_matches,type_match,status_match,resignation_dateh,agent_street_address,agent_mailing_address
"Albany General Store, Inc.",Domestic Business Corporation,131293,Dissolved,," 2233 COLLINSVILLE RD, CRAFTSBURY, VT, 05826, USA","2233 COLLINSVILLE RD, CRAFTSBURY, VT, 05826, USA",,,,,,,,BERNARD ALDEN Agent,Individual,Active,None Registered Office (Street,"2233 COLLINSVILLE RD, CRAFTSBURY, VT, 05826, USA","2233 COLLINSVILLE RD, CRAFTSBURY, VT, 05826, USA"
Utton's General Store,Assumed Name,270756,Inactive - Expired,," 7 MINSTER BROOK RD, WORCESTER, VT, 5682, USA","7 MINSTER BROOK RD, WORCESTER, VT, 05682, USA",1999-09-10,,,DOLLY D  UTTON,Individual,"7 MINISTER BROOK RD, WORCESTER, VT, 05682, USA",None,,,,,,
Troy General Store,Assumed Name,173220,Inactive - Expired,," JCT. ROUTE 100 & 101, TROY, VT, 5868, USA","JCT. ROUTE 100 & 101, TROY, VT, 05868, USA",1992-06-04,,,BEULAH CORPORATION,Business,"JCT ROUTES 100 & 101, TROY, VT, 05868, USA","JCT ROUTES 100 & 101, TROY, VT, 05868, USA",,,,,,
"Marshfield General Store, Inc.",Domestic Business Corporation,070109,Inactive - Administratively Terminated,," MARSHFIELD, VT, 05658, USA",None,,,,,,,,MARILYN BRADLEY Agent,Individual,Active,None Registered Office (Street,"BOX 64, MARSHFIELD, VT, 05658, USA","BOX 64, MARSHFIELD, VT, 05658, USA"
"Original General Store Route 100 Pittsfield, LLC.",Domestic Limited Liability Company,014886,Active - In Good StandingDesignated Office,,,"(Optional) PO Box 869, PITTSFIELD, VT, 05762, USA",,,,,,,,,,,,,
Sugarbush General Store,Assumed Name,235249,Inactive - Expired,," SUGARBUSH ACCESS RD, WARREN, VT, 5674, USA","SUGARBUSH ACCESS RD, WARREN, VT, 05674, USA",1987-03-04,,,"SNOWRIDGE, INC., SNOWRIDGE, INC.",Business,"9 PROSPECT ST., ST. JOHNSBURY, VT, 05819, USA, 630 W GERMANTOWN PIKE400, PLYMOUTH MEETI, PA, 19462, USA","None, 630 W GERMANTOWN PIKE400, PLYMOUTH MEETI, PA, 19462, USA",,,,,,
"Barnard General Store, LLC",Domestic Limited Liability Company,002681,TerminatedDesignated Office,,,"(Optional) ROUTE 12, BARNARD, VT, 05031, USA",,,,,,,,,,,,,
Putney General Store,Assumed Name,244465,Inactive - Expired,," PUTNEY, VT, 5346, USA","4 KIMBALL HILL, PUTNEY, VT, 05346, USA",2006-04-19,,,"TUGCE, INC., TUGCE, INC.",Business,"4 KIMBALL HILL, PUTNEY, VT, 05346, USA, 4 KIMBALL HILL, PUTNEY, VT, 05346, USA","None, 4 KIMBALL HILL, PUTNEY, VT, 05346, USA",,,,,,
Apple Island General Store,Assumed Name,252286,Inactive - Expired,," SOUTH HERO, VT, USA",None,2006-11-30,,,"AIR DEVELOPMENT, LLC, AIR DEVELOPMENT, LLC",Business,"71 US ROUTE 2, SOUTH HERO, VT, 05486, USA, 280 DAINES ST, BIRMINGHAM, MI, 48009, USA","71 US ROUTE 2, SOUTH HERO, VT, 05486, USA, None",,,,,,
Upper Valley Grill And General Store,Assumed Name,171984,Inactive - Expired,," ROUTE 302, GROTON, VT, 5046, USA","ROUTE 302, GROTON, VT, 05046, USA",1992-05-05,,,"CDK OF VERMONT, INC., CDK OF VERMONT, INC.",Business,"POB 1424, STOWE, VT, 05672, USA, 2967 scott hwy., Groton, VT, 05046, USA","None, 2967 scott hwy., Groton, VT, 05046, USA",,,,,,
West Addison General Store,Assumed Name,266906,Inactive - Expired,," ROUTE 17, WEST ADDISON, VT, 5491, USA","ROUTE 17, WEST ADDISON, VT, 05491, USA",1989-10-23,,,"DANA G.  FRANKLIN, LORRAINE A.  FRANKLIN",Individual,"R0UTE 17, WEST ADDISON, VT, 05491, USA, SAME, USA","None, None",,,,,,
Charlie's General Store,Assumed Name,217486,Inactive - Expired,," U.S. RTE 7, S. WALLINGFORD, VT, 5773, USA","U.S. RTE 7, S. WALLINGFORD, VT, 05773, USA",1985-06-20,,,"CHARLES H.  GAUTHIER, GLORIA G.  GAUTHIER",Individual,"BOX 348, S WALLINGFORD, VT, 05773, USA, SAME, USA","None, None",,,,,,
Paquette's General Store,Assumed Name,152512,Inactive - Expired,," MAIN STREET, E. FRANKLIN, VT, 5457, USA","MAIN STREET, E. FRANKLIN, VT, 05457, USA",1980-01-03,,,"GERARD PAQUETTE, THERESE PAQUETTE",Individual,"MAIN STREET, E. FRANKLIN, VT, 05457, USA, SAME, USA","None, None",,,,,,
Jamaica General Store,Assumed Name,168052,Inactive - Expired,," JAMAICA, VT, 5343, USA",None,1979-10-31,,,"CAROL C  AMEDEN, DALE W  AMEDEN",Individual,"35 MOUNTAIN VIEW, CHESTER, VT, 05143, USA, 35 MOUNTAIN VIEW, CHESTER, VT, 05143, USA","None, None",,,,,,
Harbor View General Store,Assumed Name,184697,Inactive - Expired,," CASTLETON, VT, USA","33 CREEK ROAD, CASTLETON, VT, 05735, USA",2011-04-14,,,"MOBELL, LLC, MOBELL, LLC",Business,"33 CREEK ROAD, CASTLETON, VT, 05735, USA, 33 CREEK STREET, HYDEVILLE, VT, 05750, USA","None, PO BOX 84, HYDEVILLE, VT, 05750, USA",,,,,,
Mr. Bill's General Store,Assumed Name,179117,Inactive - Expired,," RTE 100 TYSON ROAD, LUDLOW, VT, 5149, USA","RTE 100 TYSON ROAD, LUDLOW, VT, 05149, USA",1981-06-23,,,WILLIAM J.  THOMSON,Individual,"67 MAIN STREET, LUDLOW, VT, 05149, USA",None,,,,,,
Groton General Store,Assumed Name,174613,Inactive - Expired,," ROUTE 302, GROTON, VT, 5046, USA","ROUTE 302, GROTON, VT, 05046, USA",1980-10-20,,,"RICHARD A.  PETERS, WANDA PETERS",Individual,"RTE 302, GROTON, VT, 05046, USA, SAME, USA","None, None",,,,,,
"Stoney Brook General Store, Inc.",Domestic Business Corporation,081161,Dissolved,," ROUTE 107, STOCKBRIDGE, VT, 05772, USA","ROUTE 107, STOCKBRIDGE, VT, 05772, USA",,,,,,,,DIANA C.  OSBORNE Agent,Individual,Active,None Registered Office (Street,"RD 2, BOX 2631, SHELBURNE, VT, 05482, USA","RFD #2, BOX 1058, BETHEL, VT, 05032, USA"
Pickles 'n' Tea General Store,Assumed Name,197973,Inactive - Expired,," RT 7, FERRISBURG, VT, 5456, USA","RT 7, FERRISBURG, VT, 05456, USA",1983-09-23,,,EDWARD J.  CLARK,Individual,"RT 7, FERRISBURG, VT, 05456, USA",None,,,,,,
"Plymouth General Store, Inc.",Domestic Business Corporation,087152,Inactive - Administratively Terminated,," PLYMOUTH, VT, 05056, USA",None,,,,,,,,KATHLEEN PERRINO Agent,Individual,Active,None Registered Office (Street,"PLYMOUTH, VT, 05056, USA",None
Morristown Corners General Store,Assumed Name,217164,Inactive - Expired,," MORRISTOWN, VT, 5661, USA",None,2004-03-29,,,MICHEY SMITH,Individual,"90 BLISS HILL RD, MORRISVILLE, VT, 05661, USA",None,,,,,,
802 General Store,Assumed Name,313038,Inactive - Expired,, None,"8 Kimberlee ln, Orange, VT, 05641, USA",2016-03-10,,,Allen J  Hedges,Individual,"8 Kimberlee ln, Orange, VT, 05641, USA",None,,,,,,
Moscow General Store LLC,Domestic Limited Liability Company,002085,Inactive - Administratively TerminatedDesignated Office,,,"(Optional) PO BOX 500, MOSCOW, VT, 05662, USA",,,,,,,,,,,,,
